Age,Gender,Education,Department,Job_Role,business_travel,daily_rate,HourlyRate,DistanceFromHome,performance_rating,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,Attrition
32,Male,4,Research & Development,Laboratory Technician,Travel Rarely,1259,95,2,3,1,0,0,0,1
26,Male,3,Research & Development,Laboratory Technician,Non-Travel,786,76,7,4,7,7,5,7,0
55,Male,3,Research & Development,Research Scientist,Travel Rarely,1441,94,22,3,4,2,1,2,0
34,Male,2,Research & Development,Laboratory Technician,Travel Rarely,1157,57,5,3,15,10,4,13,0
60,Male,4,Research & Development,Healthcare Representative,Travel Rarely,370,92,1,4,1,0,0,0,0
33,Male,3,Research & Development,Laboratory Technician,Travel Rarely,267,79,21,3,14,11,2,13,0
37,Male,4,Sales,Sales Executive,Travel Frequently,1278,31,1,3,6,3,1,3,0
34,Female,3,Research & Development,Research Scientist,Travel Rarely,678,35,19,3,10,9,8,7,0
23,Male,3,Sales,Sales Representative,Travel Rarely,427,99,7,4,3,2,0,2,1
44,Female,3,Research & Development,Healthcare Representative,Travel Rarely,921,96,2,3,8,7,6,7,0
35,Male,4,Research & Development,Research Scientist,Travel Frequently,146,79,2,3,5,4,1,4,0
43,Male,3,Sales,Sales Executive,Travel Rarely,1179,73,2,3,10,9,8,8,0
24,Male,3,Research & Development,Research Scientist,Travel Rarely,581,62,9,3,5,3,0,4,0
41,Male,3,Sales,Sales Executive,Travel Rarely,918,35,6,3,10,8,8,7,0
29,Female,4,Research & Development,Laboratory Technician,Travel Rarely,1082,43,9,3,5,3,1,2,0
36,Female,4,Sales,Sales Representative,Travel Rarely,530,51,2,3,13,7,6,7,0
45,Male,1,Research & Development,Healthcare Representative,Non-Travel,1238,74,1,4,23,15,14,4,0
24,Male,1,Human Resources,Human Resources,Travel Rarely,240,58,22,3,1,0,0,0,1
47,Male,3,Sales,Sales Executive,Travel Frequently,1093,82,9,3,23,5,14,10,1
26,Male,4,Research & Development,Laboratory Technician,Travel Rarely,390,62,17,3,3,2,0,2,0
45,Female,2,Research & Development,Research Director,Travel Rarely,1005,48,28,3,21,6,8,6,0
32,Male,3,Research & Development,Research Scientist,Travel Frequently,585,56,10,3,5,2,1,3,0
31,Male,4,Research & Development,Laboratory Technician,Travel Rarely,741,69,2,3,5,2,0,3,0
41,Male,3,Human Resources,Human Resources,Non-Travel,552,60,4,3,3,2,1,2,0
40,Female,2,Research & Development,Manufacturing Director,Travel Rarely,369,92,8,3,1,0,0,0,0
24,Male,1,Research & Development,Laboratory Technician,Travel Rarely,506,91,29,3,6,2,1,2,0
46,Male,4,Research & Development,Healthcare Representative,Travel Rarely,717,34,13,3,10,7,0,9,0
35,Male,4,Research & Development,Manufacturing Director,Travel Rarely,1370,49,27,3,7,7,0,7,0
30,Male,1,Research & Development,Research Scientist,Travel Rarely,793,33,16,3,10,0,0,8,0
47,Male,4,Sales,Sales Executive,Non-Travel,543,87,2,3,1,0,0,0,0
46,Male,3,Sales,Sales Executive,Travel Rarely,1277,74,2,3,10,6,0,3,0
36,Male,5,Sales,Sales Executive,Travel Rarely,1456,96,13,3,2,2,2,2,1
32,Male,2,Sales,Sales Executive,Travel Rarely,964,34,1,3,0,0,0,0,1
23,Female,1,Research & Development,Laboratory Technician,Travel Rarely,160,51,4,3,3,2,1,2,0
31,Female,1,Research & Development,Manufacturing Director,Travel Frequently,163,30,24,4,5,4,1,4,0
39,Male,3,Research & Development,Laboratory Technician,Non-Travel,792,77,1,3,9,8,5,8,0
32,Male,3,Sales,Sales Executive,Travel Rarely,371,80,19,3,4,3,0,2,0
40,Male,4,Sales,Manager,Travel Rarely,611,88,7,3,21,8,12,8,0
45,Female,3,Human Resources,Human Resources,Travel Rarely,176,56,4,4,5,0,0,3,0
30,Female,4,Research & Development,Research Scientist,Travel Frequently,1312,78,2,3,9,7,0,7,0
24,Male,3,Human Resources,Human Resources,Travel Frequently,897,59,10,3,2,2,2,1,0
30,Female,3,Human Resources,Human Resources,Travel Frequently,600,66,8,3,4,2,1,2,1
31,Male,3,Sales,Sales Executive,Travel Rarely,1003,51,5,3,5,2,0,2,0
27,Female,3,Research & Development,Research Scientist,Travel Rarely,1054,67,8,3,6,2,1,4,0
29,Female,3,Sales,Sales Representative,Travel Rarely,428,52,9,3,2,2,2,2,1
29,Male,3,Research & Development,Healthcare Representative,Travel Frequently,461,70,1,3,3,2,0,2,0
30,Male,2,Sales,Sales Executive,Travel Rarely,979,94,15,3,7,7,1,7,0
34,Male,4,Research & Development,Research Scientist,Travel Rarely,181,97,2,3,5,0,1,2,0
33,Female,3,Sales,Sales Executive,Non-Travel,1283,62,2,3,11,7,1,7,0
49,Female,4,Sales,Sales Executive,Travel Rarely,1313,80,11,3,5,1,0,4,0
33,Female,3,Sales,Sales Executive,Travel Rarely,211,74,16,4,0,0,0,0,1
38,Female,2,Research & Development,Laboratory Technician,Travel Frequently,594,75,2,3,6,1,0,5,0
31,Male,4,Sales,Sales Executive,Travel Rarely,1079,70,16,3,1,0,0,0,1
29,Female,3,Research & Development,Research Scientist,Travel Rarely,590,91,4,3,1,0,0,0,0
30,Male,3,Research & Development,Healthcare Representative,Travel Rarely,305,58,16,3,7,0,1,7,0
32,Male,4,Research & Development,Research Scientist,Non-Travel,953,65,5,3,7,7,0,7,0
38,Male,3,Research & Development,Healthcare Representative,Travel Rarely,833,60,18,3,1,0,1,0,0
43,Male,3,Research & Development,Research Scientist,Travel Frequently,807,38,17,3,1,0,0,0,1
42,Male,3,Research & Development,Laboratory Technician,Travel Rarely,855,57,12,4,5,3,0,4,0
55,Male,3,Research & Development,Research Director,Travel Rarely,478,60,2,3,1,0,0,0,0
33,Male,3,Research & Development,Research Scientist,Non-Travel,775,90,4,3,9,8,1,7,0
41,Male,4,Research & Development,Laboratory Technician,Travel Rarely,548,94,9,4,5,3,0,4,0
34,Male,3,Sales,Sales Executive,Non-Travel,1375,87,10,3,15,14,0,7,0
53,Female,4,Research & Development,Manufacturing Director,Non-Travel,661,60,1,4,3,2,0,2,0
43,Male,3,Human Resources,Human Resources,Travel Rarely,244,97,2,3,9,7,1,8,0
34,Female,2,Sales,Sales Executive,Travel Rarely,511,32,3,3,2,2,2,2,0
21,Male,1,Sales,Sales Representative,Travel Rarely,337,31,7,3,1,0,1,0,1
38,Female,2,Research & Development,Laboratory Technician,Travel Rarely,1153,40,6,3,5,4,0,4,0
22,Female,1,Research & Development,Laboratory Technician,Travel Rarely,1294,79,8,3,1,0,0,0,1
31,Female,4,Sales,Sales Executive,Travel Rarely,196,91,29,3,12,7,5,7,0
51,Female,3,Research & Development,Manager,Travel Rarely,942,53,3,3,2,2,2,2,0
37,Male,2,Sales,Sales Executive,Travel Rarely,589,46,9,3,5,2,0,3,0
46,Male,4,Research & Development,Research Director,Travel Rarely,734,46,2,3,2,1,2,2,0
36,Male,3,Research & Development,Healthcare Representative,Travel Rarely,1383,90,10,3,12,8,5,7,0
44,Male,2,Research & Development,Research Scientist,Travel Frequently,429,99,1,3,5,3,2,3,1
37,Male,2,Human Resources,Human Resources,Travel Rarely,1239,89,8,3,10,0,4,7,0
35,Male,3,Sales,Sales Executive,Travel Rarely,303,84,27,3,10,7,7,7,1
33,Male,4,Research & Development,Research Scientist,Travel Rarely,867,90,8,3,10,8,7,6,0
28,Male,3,Research & Development,Research Scientist,Travel Rarely,1181,82,1,3,5,3,0,3,0
39,Male,1,Research & Development,Research Director,Travel Rarely,1253,65,10,4,4,3,2,2,0
46,Male,2,Sales,Sales Executive,Non-Travel,849,98,26,3,2,2,2,2,0
40,Female,2,Research & Development,Laboratory Technician,Travel Rarely,616,99,2,3,4,3,0,2,0
42,Male,3,Research & Development,Healthcare Representative,Travel Rarely,1128,95,13,3,0,0,0,0,0
35,Male,2,Research & Development,Manufacturing Director,Non-Travel,1180,90,2,3,7,7,1,7,0
38,Male,3,Human Resources,Human Resources,Non-Travel,1336,100,2,3,11,10,3,8,0
34,Male,4,Research & Development,Laboratory Technician,Travel Frequently,234,93,9,3,7,1,0,7,1
37,Male,4,Research & Development,Manufacturing Director,Travel Rarely,370,58,10,3,10,3,0,8,1
39,Male,3,Sales,Sales Executive,Travel Frequently,766,83,20,3,2,1,2,2,0
43,Male,3,Research & Development,Research Scientist,Non-Travel,343,52,9,3,3,2,1,2,0
41,Male,3,Research & Development,Healthcare Representative,Travel Rarely,447,85,5,3,3,2,1,2,0
41,Female,1,Sales,Sales Executive,Travel Rarely,796,81,4,3,22,14,13,5,0
30,Female,3,Research & Development,Manufacturing Director,Travel Rarely,1092,64,10,3,7,7,0,2,0
26,Female,2,Human Resources,Human Resources,Travel Rarely,920,69,20,3,5,1,1,4,1
46,Female,2,Research & Development,Healthcare Representative,Travel Rarely,261,66,21,4,9,7,3,7,1
40,Female,3,Research & Development,Healthcare Representative,Travel Rarely,1194,52,1,3,5,3,0,3,0
34,Male,2,Sales,Sales Executive,Travel Rarely,810,92,8,4,10,8,4,8,0
58,Male,3,Sales,Manager,Non-Travel,350,52,2,4,16,9,14,14,0
35,Male,4,Research & Development,Laboratory Technician,Travel Rarely,185,91,23,3,5,4,0,3,0
47,Female,3,Research & Development,Manufacturing Director,Travel Rarely,1001,92,4,3,22,11,14,10,0
40,Female,3,Research & Development,Healthcare Representative,Travel Rarely,750,47,12,3,7,4,7,7,0
54,Female,4,Research & Development,Research Scientist,Travel Rarely,431,68,7,3,7,1,1,7,0
31,Female,4,Sales,Sales Executive,Travel Frequently,1125,68,7,3,3,2,2,2,0
28,Female,3,Research & Development,Research Scientist,Travel Rarely,1217,67,1,4,3,2,1,2,0
38,Female,4,Sales,Sales Representative,Travel Rarely,723,77,2,4,4,2,0,3,0
26,Male,3,Sales,Sales Executive,Travel Rarely,572,46,10,3,5,3,1,2,0
58,Male,4,Research & Development,Research Director,Travel Frequently,1216,87,15,3,2,2,2,2,0
18,Female,3,Research & Development,Research Scientist,Non-Travel,1431,33,14,3,0,0,0,0,0
31,Male,5,Human Resources,Human Resources,Travel Rarely,359,89,18,3,1,0,0,0,1
29,Male,3,Human Resources,Human Resources,Travel Rarely,350,56,13,3,2,2,2,0,1
45,Female,4,Sales,Sales Executive,Non-Travel,589,67,2,4,8,7,5,7,0
36,Female,4,Research & Development,Research Scientist,Travel Rarely,430,73,2,4,1,0,0,0,0
43,Male,4,Sales,Sales Executive,Travel Frequently,1422,92,2,4,7,7,7,7,0
27,Female,2,Research & Development,Laboratory Technician,Travel Frequently,1297,53,5,3,5,4,0,2,0
29,Male,1,Research & Development,Laboratory Technician,Travel Frequently,574,40,20,3,11,8,3,10,0
32,Male,4,Sales,Sales Executive,Travel Frequently,1318,79,10,3,0,0,0,0,0
42,Male,4,Research & Development,Research Scientist,Non-Travel,355,38,10,4,6,3,3,3,0
47,Female,4,Research & Development,Laboratory Technician,Travel Rarely,207,64,9,3,2,2,2,0,0
46,Male,2,Research & Development,Manufacturing Director,Travel Rarely,706,82,2,3,9,8,4,7,0
28,Male,2,Human Resources,Human Resources,Non-Travel,280,43,1,3,3,2,2,2,0
29,Male,1,Research & Development,Healthcare Representative,Travel Rarely,726,93,29,3,7,0,1,6,0
42,Male,3,Research & Development,Laboratory Technician,Travel Rarely,1142,81,8,3,0,0,0,0,0
32,Male,4,Sales,Sales Executive,Travel Rarely,414,82,2,3,2,2,2,2,1
46,Female,3,Sales,Sales Executive,Travel Rarely,1319,45,3,3,19,17,2,8,0
27,Female,1,Sales,Sales Representative,Travel Rarely,728,36,23,4,9,8,5,8,0
29,Male,1,Human Resources,Human Resources,Travel Rarely,352,87,6,3,1,0,0,0,0
43,Female,3,Research & Development,Manager,Travel Rarely,823,81,6,3,16,12,6,14,0
48,Male,3,Research & Development,Research Director,Travel Rarely,1224,91,10,3,22,10,12,9,0
29,Male,2,Research & Development,Research Scientist,Travel Frequently,459,73,24,4,1,0,1,0,1
46,Female,3,Sales,Sales Executive,Travel Rarely,1254,64,10,4,8,7,0,7,1
27,Female,3,Research & Development,Research Scientist,Travel Frequently,1131,77,15,3,7,6,7,3,0
39,Male,4,Research & Development,Research Scientist,Travel Rarely,835,41,19,3,2,2,2,2,0
55,Male,4,Research & Development,Research Scientist,Travel Rarely,836,98,2,4,5,2,0,4,0
28,Female,3,Sales,Sales Representative,Travel Rarely,1172,78,3,3,1,0,0,0,0
30,Male,3,Sales,Sales Representative,Travel Rarely,945,89,9,3,1,0,0,0,1
22,Male,1,Research & Development,Research Scientist,Travel Rarely,391,75,7,4,1,0,0,0,1
36,Female,4,Sales,Sales Executive,Travel Rarely,1266,63,10,3,10,9,1,7,0
31,Male,3,Research & Development,Laboratory Technician,Travel Rarely,311,89,20,3,10,8,0,2,0
34,Male,3,Sales,Sales Executive,Travel Rarely,1480,64,4,3,5,3,1,0,0
29,Male,3,Research & Development,Laboratory Technician,Travel Rarely,592,59,7,3,3,2,1,2,0
37,Male,4,Research & Development,Research Scientist,Travel Rarely,783,78,7,4,5,3,0,4,0
35,Female,2,Research & Development,Manufacturing Director,Travel Rarely,219,44,16,3,3,2,0,2,0
45,Female,2,Research & Development,Manufacturing Director,Travel Rarely,556,93,25,3,9,8,3,8,0
36,Male,1,Human Resources,Human Resources,Travel Frequently,1213,94,2,4,10,1,0,8,0
40,Male,4,Research & Development,Manager,Travel Rarely,1137,98,1,3,19,7,11,16,0
26,Female,2,Research & Development,Research Scientist,Travel Rarely,482,90,1,3,1,0,1,0,0
27,Female,2,Sales,Sales Executive,Travel Rarely,511,89,2,3,8,7,0,7,0
48,Female,3,Research & Development,Manager,Travel Frequently,117,58,22,3,22,17,4,7,0
44,Male,4,Research & Development,Healthcare Representative,Travel Rarely,170,78,1,3,2,0,2,2,0
34,Male,4,Research & Development,Research Scientist,Non-Travel,967,85,16,4,5,2,3,0,1
56,Male,2,Research & Development,Laboratory Technician,Travel Rarely,1162,97,24,3,4,2,1,0,1
36,Male,2,Sales,Sales Executive,Travel Rarely,335,33,17,3,4,2,1,3,0
41,Female,3,Sales,Sales Executive,Travel Rarely,337,54,8,4,5,4,1,4,0
42,Male,3,Research & Development,Research Director,Travel Rarely,1396,83,6,3,13,7,5,7,0
31,Female,2,Sales,Sales Executive,Travel Rarely,1079,86,10,3,5,2,1,4,0
34,Female,1,Sales,Sales Executive,Travel Rarely,735,75,3,3,4,2,0,1,0
31,Female,3,Research & Development,Laboratory Technician,Travel Rarely,471,62,4,3,2,2,2,2,0
26,Male,3,Research & Development,Laboratory Technician,Travel Frequently,1096,61,6,3,7,7,7,7,0
45,Male,4,Research & Development,Healthcare Representative,Travel Frequently,1297,44,1,3,4,2,0,3,0
33,Male,4,Sales,Sales Executive,Travel Rarely,217,43,10,3,10,4,0,9,0
28,Male,2,Sales,Sales Executive,Travel Frequently,783,42,1,3,7,7,0,7,0
29,Male,3,Sales,Sales Representative,Travel Frequently,746,45,24,3,1,0,0,0,1
39,Female,4,Sales,Sales Executive,Non-Travel,1251,32,21,3,3,2,1,2,0
27,Male,4,Research & Development,Research Scientist,Travel Rarely,1354,41,2,3,5,3,1,2,0
34,Male,4,Research & Development,Research Scientist,Travel Frequently,735,86,22,3,15,10,6,11,0
28,Female,2,Sales,Sales Executive,Travel Rarely,1475,84,13,3,2,0,2,2,1
47,Male,4,Research & Development,Research Scientist,Non-Travel,1169,64,14,3,8,7,1,7,0
56,Female,5,Sales,Sales Executive,Travel Rarely,1443,89,11,3,0,0,0,0,0
39,Male,2,Research & Development,Manufacturing Director,Travel Rarely,867,87,9,4,10,0,7,9,0
38,Female,3,Research & Development,Research Scientist,Travel Frequently,1394,58,8,3,20,11,0,7,0
58,Female,3,Sales,Manager,Travel Rarely,605,72,21,3,1,0,0,0,0
32,Female,2,Research & Development,Research Scientist,Travel Frequently,238,47,5,3,4,1,0,3,1
38,Male,2,Research & Development,Research Scientist,Travel Rarely,1206,71,9,3,5,2,0,3,0
49,Male,1,Research & Development,Research Director,Travel Frequently,1064,42,2,3,5,4,4,3,0
42,Male,4,Sales,Sales Executive,Travel Rarely,419,77,12,3,0,0,0,0,0
27,Female,3,Human Resources,Human Resources,Travel Frequently,1337,58,22,3,1,0,0,0,1
35,Male,4,Sales,Sales Executive,Travel Rarely,682,71,18,3,5,3,0,4,0
28,Male,3,Research & Development,Research Scientist,Non-Travel,1103,49,16,3,5,3,1,4,0
31,Male,2,Research & Development,Research Scientist,Non-Travel,976,48,3,3,4,2,2,3,0
36,Male,4,Research & Development,Laboratory Technician,Non-Travel,1351,66,9,4,5,4,0,2,0
34,Male,3,Sales,Sales Executive,Travel Rarely,937,32,1,4,14,8,2,1,0
34,Male,4,Sales,Sales Executive,Travel Rarely,1239,39,13,3,8,7,1,1,0
26,Male,3,Research & Development,Laboratory Technician,Travel Rarely,157,95,1,3,7,7,7,6,0
29,Male,3,Research & Development,Healthcare Representative,Travel Rarely,136,89,1,3,5,3,0,2,0
32,Female,4,Research & Development,Healthcare Representative,Non-Travel,1146,34,15,3,5,1,1,2,0
31,Male,3,Research & Development,Research Scientist,Travel Frequently,1125,48,1,4,10,8,8,7,0
28,Male,3,Research & Development,Laboratory Technician,Travel Rarely,1404,32,17,3,4,1,0,3,1
38,Male,3,Sales,Sales Representative,Travel Rarely,1404,59,1,3,1,0,0,0,0
35,Female,4,Sales,Sales Executive,Travel Rarely,1224,55,7,3,10,8,0,9,0
27,Male,3,Sales,Sales Executive,Travel Rarely,954,44,9,3,7,7,0,7,0
32,Male,4,Research & Development,Manufacturing Director,Travel Rarely,1373,56,5,4,1,0,0,0,0
31,Male,4,Sales,Sales Executive,Travel Frequently,754,63,26,3,10,7,0,8,1
53,Male,4,Sales,Sales Executive,Travel Rarely,1168,66,24,3,2,2,2,2,1
54,Female,2,Research & Development,Research Scientist,Travel Rarely,155,67,9,3,4,3,2,3,0
33,Male,2,Research & Development,Healthcare Representative,Travel Frequently,1303,36,7,4,9,7,2,8,0
43,Male,3,Research & Development,Healthcare Representative,Travel Rarely,574,30,11,3,10,9,0,9,0
38,Male,4,Human Resources,Human Resources,Travel Frequently,1444,88,1,3,6,2,1,2,0
55,Male,4,Human Resources,Manager,Travel Rarely,189,71,26,3,10,9,1,4,0
31,Female,1,Research & Development,Laboratory Technician,Travel Rarely,1276,59,2,3,1,0,0,0,0
39,Male,4,Sales,Sales Executive,Travel Rarely,119,77,15,3,20,8,11,10,0
42,Male,2,Research & Development,Research Scientist,Non-Travel,335,37,23,3,20,9,3,7,0
31,Female,3,Research & Development,Research Director,Non-Travel,697,40,10,4,11,7,4,8,0
54,Female,3,Research & Development,Manufacturing Director,Travel Rarely,157,77,10,3,5,2,1,4,0
24,Male,2,Research & Development,Healthcare Representative,Travel Rarely,771,45,1,3,4,3,1,2,0
23,Male,2,Research & Development,Laboratory Technician,Travel Rarely,571,78,12,3,5,2,1,4,0
40,Female,3,Research & Development,Laboratory Technician,Travel Frequently,692,73,11,3,10,9,9,4,0
40,Female,2,Sales,Sales Executive,Travel Rarely,444,92,2,3,11,8,5,10,0
25,Female,3,Human Resources,Human Resources,Travel Rarely,309,82,2,3,2,0,1,2,0
30,Male,2,Research & Development,Laboratory Technician,Travel Rarely,911,76,1,3,12,8,1,7,0
25,Male,1,Research & Development,Laboratory Technician,Travel Rarely,977,57,2,3,2,2,0,2,0
47,Male,3,Research & Development,Healthcare Representative,Travel Rarely,1180,84,25,4,17,14,12,11,0
33,Male,2,Research & Development,Laboratory Technician,Non-Travel,1313,59,1,3,1,1,0,0,0
38,Male,4,Sales,Sales Executive,Travel Rarely,1321,86,1,3,15,13,5,8,0
31,Male,2,Sales,Sales Representative,Travel Rarely,1154,54,2,3,2,2,1,2,0
38,Male,4,Research & Development,Manufacturing Director,Travel Frequently,508,72,6,3,8,3,7,7,0
42,Male,4,Research & Development,Research Scientist,Travel Rarely,557,35,18,3,4,3,1,2,0
41,Male,3,Research & Development,Research Scientist,Travel Rarely,642,76,1,4,5,3,1,0,0
47,Female,1,Research & Development,Research Director,Non-Travel,1162,98,1,3,13,8,5,12,0
35,Male,4,Research & Development,Laboratory Technician,Travel Rarely,1490,43,11,3,2,2,2,2,0
22,Male,2,Research & Development,Research Scientist,Travel Rarely,581,63,1,3,3,2,1,2,0
35,Male,4,Research & Development,Research Scientist,Travel Rarely,1395,48,9,3,10,7,0,8,0
33,Female,2,Research & Development,Healthcare Representative,Travel Rarely,501,95,15,3,9,7,8,1,0
32,Female,4,Research & Development,Laboratory Technician,Travel Rarely,267,49,29,3,6,2,4,1,0
40,Male,4,Research & Development,Laboratory Technician,Travel Rarely,543,83,1,3,1,0,0,0,0
32,Male,4,Sales,Sales Representative,Travel Rarely,234,68,1,3,2,2,2,2,0
39,Male,1,Research & Development,Research Scientist,Travel Rarely,116,52,24,3,7,7,1,7,0
38,Female,3,Research & Development,Research Director,Travel Rarely,201,99,10,3,18,16,1,11,0
32,Female,4,Sales,Sales Executive,Travel Rarely,801,48,1,3,14,10,5,7,0
37,Female,3,Research & Development,Research Director,Travel Rarely,161,42,10,4,16,11,6,8,0
25,Female,2,Sales,Sales Executive,Travel Rarely,1382,85,8,4,5,3,0,4,0
52,Male,4,Sales,Sales Representative,Non-Travel,585,40,29,3,9,8,0,0,0
44,Male,3,Research & Development,Research Scientist,Travel Rarely,1037,42,1,3,4,3,1,2,0
21,Male,1,Sales,Sales Representative,Travel Rarely,501,58,5,3,2,2,1,2,0
39,Male,3,Research & Development,Manager,Non-Travel,105,87,9,3,6,0,1,3,0
23,Male,3,Sales,Sales Representative,Travel Frequently,638,33,9,3,1,0,1,0,1
36,Female,3,Sales,Sales Executive,Travel Rarely,557,94,3,3,9,7,3,4,0
36,Female,2,Research & Development,Manufacturing Director,Travel Frequently,688,97,4,3,4,2,0,2,0
56,Male,4,Research & Development,Healthcare Representative,Non-Travel,667,57,1,4,13,12,1,9,0
29,Male,4,Research & Development,Research Scientist,Travel Rarely,1092,36,1,3,2,2,2,2,1
42,Male,3,Research & Development,Manager,Travel Rarely,300,56,2,3,22,6,4,14,0
56,Male,2,Research & Development,Laboratory Technician,Travel Rarely,310,72,7,3,10,9,9,8,1
41,Female,4,Research & Development,Manufacturing Director,Travel Rarely,582,60,28,4,20,7,0,10,0
34,Female,3,Sales,Sales Executive,Travel Rarely,704,95,28,4,8,7,1,7,0
36,Male,4,Sales,Sales Executive,Non-Travel,301,88,15,4,15,12,11,11,0
41,Male,3,Sales,Sales Executive,Travel Rarely,930,57,3,3,5,4,0,4,0
32,Male,3,Research & Development,Research Scientist,Travel Rarely,529,78,2,3,4,2,1,2,0
35,Female,4,Human Resources,Human Resources,Travel Rarely,1146,31,26,3,9,0,1,7,0
38,Female,2,Sales,Sales Executive,Travel Rarely,345,100,10,3,10,7,1,9,0
50,Male,4,Sales,Sales Executive,Travel Frequently,878,94,1,3,6,3,0,1,1
36,Female,4,Sales,Sales Executive,Travel Rarely,1120,100,11,3,6,3,0,0,0
45,Female,3,Sales,Sales Executive,Travel Rarely,374,50,20,3,5,3,0,1,0
40,Male,4,Research & Development,Research Scientist,Travel Rarely,1322,52,2,3,2,2,2,2,0
35,Male,4,Research & Development,Healthcare Representative,Travel Frequently,1199,80,18,3,10,2,0,2,0
40,Female,4,Research & Development,Research Scientist,Travel Rarely,1194,98,2,3,5,3,0,2,0
35,Female,4,Research & Development,Research Scientist,Travel Rarely,287,62,1,3,4,3,1,1,0
29,Male,2,Research & Development,Laboratory Technician,Travel Rarely,1378,46,13,3,4,3,0,3,0
29,Female,4,Research & Development,Research Scientist,Travel Rarely,468,73,28,3,5,4,0,4,0
50,Male,3,Sales,Sales Executive,Travel Rarely,410,39,28,3,3,2,2,0,1
39,Female,1,Sales,Sales Executive,Travel Rarely,722,60,24,3,20,9,9,6,0
31,Male,3,Research & Development,Manufacturing Director,Non-Travel,325,74,5,3,9,4,1,7,0
26,Female,3,Sales,Sales Representative,Travel Rarely,1167,30,5,3,4,2,0,0,0
36,Male,2,Research & Development,Laboratory Technician,Travel Frequently,884,41,23,3,5,2,0,3,0
39,Male,1,Research & Development,Healthcare Representative,Travel Rarely,613,42,6,3,7,7,1,7,0
27,Male,3,Research & Development,Manufacturing Director,Travel Rarely,155,87,4,4,6,2,0,3,0
49,Male,3,Sales,Sales Executive,Travel Frequently,1023,63,2,3,9,6,0,8,0
34,Male,3,Research & Development,Laboratory Technician,Travel Rarely,628,82,8,3,4,3,1,2,0
